review,Label
Clinic was closed at appointed time and was opened after 10 minute wait on the road side. Not good practice if patient is alone and a lady.,Negative
Highly satisfied,Positive
"It was an amazing experience
",positive
Best Listener,positive
Wonderful,positive
This is not a doctor,Negative
" Friendly and nice doctor, check properly and listen to patient with patience. 100% satisfied. Highly recommended. ",Positive
The issue we face was no benifit of taking the appointment. I had to wait for more than an hour for my turn,positive
Problem not solved.I eat medicine but not feeling relax.bleeding is not in control.2.3 time bleeding coming a day,Negative
Well Diagnosed,Positive
Overall experience was Good,positive
It was great... awesome,Positive
Great experience as a first timer. I barely waited to be helped when I checked in. She is friendly and helpful. I especially loved how Doc really took his time to explain my conditions with me as well as my treatment options. Highly recommended.,positive
I am satisfied with Doctor appointment.,positive
Good Experience,Positive
fazool tareen dr aur behaviour unprofessional and just waste of time and waste of money,Negative
i've had a good experience,Positive
" Full bakwas
",Negative
Doctor give 200 Rs discount on pay slip due to my visit with old customer reference. But staff give only 100 Rs return back. I did not ask anything from them but it’s not fair.,Negative
Extremely helpful and calm. Thanks a lot Dr. Sahiba,positive
"They didn't inform me early. I was going to visit the doctor clinic but then I received a call from this website correspondence. He told me that the doctor you are looking for has shifted his clinic to some other place.. 
",Negative
Doctor was not coperative,Negative
Afsos ye hy k mareez k wqat ka khyal bilkul b nahi rkha jata....2 o'clock aany ka kaha or ab 7:00 o'clock hogy hen...but abhe tk cvs ka test nahi hwa...bs ye he kha jarha hy aapka kam tasli se hoga...kya mreez ko fix time nahi dya jaskta ???,Negative
I wasted my time and money,Negative
" Great doctor, satisfied with my experience.",Positive
doctor najam was just ok doctor.,Neutral
we had normal experience,Neutral
Sasta doctor mentality wise aur as a person,Negative
Excellent and very cooperative,positive
Professional and cooperative,positive
Very kind and cooperative.. Fully satisfied,Positive
Satisfied,Positive
my experience with doctor ashfaq was ok,Neutral
if meet time was 7 pm then why doctor met me late at 9:35pm.,Negative
doctor sufyan was average,Neutral
Experienced doctor,Positive
Reception staff & Doctor behavior are irresponsible.,negative
Non cooperative extra charges behavior is not good,Negative
Was not upto the mark,Negative
Whenever I call him he talks rudely. I hate him.,Negative
" She advised unnecessary tests, which have nothing to do with thyroid. After number of tests she was still asking to do one more test. Why she didn't advised all the tests in one time?",Negative
"Nice experience
",Positive
hospital was not good but doctor was very nice.,Neutral
Very very bad experience.overall not satisfied,Negative
Unprofessional behaviour of staff. First they said they don't have any record of appointment then they said that ola doc appointment does not matter and you have to take appointment with them. Doctor was not available at premise. Waited more than 45,Negative
Good happy after checkup,positive
" To much expansive and medicans cant purchase from outside.
To much expansive",negative
His staff did not cooperated with us but doctor is nice.,Neutral
" I’m extremely happy with doctor sb , he is helping my whole family to live healthy life . ",Positive
Happy People here to visit,positive
Very good and professional. A good doctor.,positive
Below Average,Negative
" She is one of the kindest professional physiotherapist I’ve ever met , The staff and Dr. Saman were all very friendly and helpful. I especially loved how Dr.Saman really took her time to explain my conditions with me as well as my treatment options.",Positive
mera experience doctor sameena ke sth ok tha.,Neutral
Nice doctor,Positive
Average experience with doctor niaz habib.,Neutral
" Best dr ha

",Positive
" Doctor guided us the way forward properly.
Thanks.",positive
Pathetic experiece,Negative
" I am thankful for all... 
I have one suggestion.. 
Please arrange to show the patient appointment booked number.so one can be satisfied that he is in 5th number or any known number waiting his doctor. ",neutral
Good,positive
Excellent,Positive
just ok doctor.,Neutral
Both Doctors are really nice mashallah and are very cooperative and humble.,Positive
Fully impressed,Positive
Experienced doc with very well sympathetic behavior,Positive
" Overall good experience, medicines are expensive.",Positive
Dr was busy and didn’t picked the call,Negative
" I didn’t recieve any call till now. Please assist


",Negative
" I was contacted by Lahore branch but no one came here to collect blood sample and performed medical test I’m very disappointed hope the service will better in foreseeable future.
",Negative
" Horrible!
Prof. Dr. Farrukh Mehmood is a fraud. He misled my 68 years old mother in order to make money. He is a black sheep among the most Respected, Professional & Competent doctors. May Allah Almighty punish him according to his intention.
",Negative
" His behaviour was good,he was polite.",positive
" Consultation hue he nahi sirf paisa liya 3 baar call kr ka complain ki lakin phir bhe nahi hui sharam kro health ky naam pr loot rhe ho logo ko
",Negative
" It was good experience  Doctor was very good and humble so kind , I felt relax in the very first visit thanks alot to Oladoc web through this web app I am very lucky to meet a very best Doctor ever ",positive
" It was delightful 
",positive
Overall good,positive
It was an amazing experience meeting with Dr. Durrani sb.,positive
She answered my all queries regarding consultation. i am satisfied.,positive
"too expensive, as ultrasound was not included in 2000 fee, paid 2k more & got recipient of 1000 only.
On asking,  its said, 1000 is for hospital expenditure.
Secondly,no separate washroom for female,it was general",Negative
Outstanding the way dr romisa asses the way she listen and explained and answer my question extremely happy and satisfied she is highly professional use well advance equipment highly recommend,positive
"  Very experienced Doctor in faisalabad
Best ENT surgeon in faisalabad ",positive
